time x y z
0, 3, 4, 5
0.001, 3.001, 4.001, 5.001
0.002, 3.002, 4.002, 5.002
0.003, 3.003, 4.003, 5.003
0.004, 3.004, 4.004, 5.004
0.005, 3.005, 4.005, 5.005
0.006, 3.006, 4.006, 5.006
0.007, 3.007, 4.007, 5.007
0.008, 3.008, 4.008, 5.008
0.009, 3.009, 4.009, 5.009
0.01, 3.01, 4.01, 5.01
0.011, 3.011, 4.011, 5.011
0.012, 3.012, 4.012, 5.012
0.013, 3.013, 4.013, 5.013
0.014, 3.014, 4.014, 5.014
0.015, 3.015, 4.015, 5.015
0.016, 3.016, 4.016, 5.016
0.017, 3.017, 4.017, 5.017
0.018, 3.018, 4.018, 5.018
0.019, 3.019, 4.019, 5.019
0.02, 3.02, 4.02, 5.02
0.021, 3.021, 4.021, 5.021
0.022, 3.022, 4.022, 5.022
0.023, 3.023, 4.023, 5.023
0.024, 3.024, 4.024, 5.024
0.025, 3.025, 4.025, 5.025
0.026, 3.026, 4.026, 5.026
0.027, 3.027, 4.027, 5.027
0.028, 3.028, 4.028, 5.028
0.029, 3.029, 4.029, 5.029
0.03, 3.03, 4.03, 5.03
0.031, 3.031, 4.031, 5.031
0.032, 3.032, 4.032, 5.032
0.033, 3.033, 4.033, 5.033
0.034, 3.034, 4.034, 5.034
0.035, 3.035, 4.035, 5.035
0.036, 3.036, 4.036, 5.036
0.037, 3.037, 4.037, 5.037
0.038, 3.038, 4.038, 5.038
0.039, 3.039, 4.039, 5.039
0.04, 3.04, 4.04, 5.04
0.041, 3.041, 4.041, 5.041
0.042, 3.042, 4.042, 5.042
0.043, 3.043, 4.043, 5.043
0.044, 3.044, 4.044, 5.044
0.045, 3.045, 4.045, 5.045
0.046, 3.046, 4.046, 5.046
0.047, 3.047, 4.047, 5.047
0.048, 3.048, 4.048, 5.048
0.049, 3.049, 4.049, 5.049
0.05, 3.05, 4.05, 5.05
0.051, 3.051, 4.051, 5.051
0.052, 3.052, 4.052, 5.052
0.053, 3.053, 4.053, 5.053
0.054, 3.054, 4.054, 5.054
0.055, 3.055, 4.055, 5.055
0.056, 3.056, 4.056, 5.056
0.057, 3.057, 4.057, 5.057
0.058, 3.058, 4.058, 5.058
0.059, 3.059, 4.059, 5.059
0.06, 3.06, 4.06, 5.06
0.061, 3.061, 4.061, 5.061
0.062, 3.062, 4.062, 5.062
0.0629999, 3.063, 4.063, 5.063
0.064, 3.064, 4.064, 5.064
0.065, 3.065, 4.065, 5.065
0.066, 3.066, 4.066, 5.066
0.067, 3.067, 4.067, 5.067
0.068, 3.068, 4.068, 5.068
0.069, 3.069, 4.069, 5.069
0.07, 3.07, 4.07, 5.07
0.071, 3.071, 4.071, 5.071
0.072, 3.072, 4.072, 5.072
0.073, 3.073, 4.073, 5.073
0.074, 3.074, 4.074, 5.074
0.075, 3.075, 4.075, 5.075
0.076, 3.076, 4.076, 5.076
0.077, 3.077, 4.077, 5.077
0.078, 3.078, 4.078, 5.078
0.079, 3.079, 4.079, 5.079
0.08, 3.08, 4.08, 5.08
0.081, 3.081, 4.081, 5.081
0.082, 3.082, 4.082, 5.082
0.083, 3.083, 4.083, 5.083
0.084, 3.084, 4.084, 5.084
0.085, 3.085, 4.085, 5.085
0.086, 3.086, 4.086, 5.086
0.087, 3.087, 4.087, 5.087
0.088, 3.088, 4.088, 5.088
0.089, 3.089, 4.089, 5.089
0.09, 3.09, 4.09, 5.09
0.091, 3.091, 4.091, 5.091
0.092, 3.092, 4.092, 5.092
0.093, 3.093, 4.093, 5.093
0.094, 3.094, 4.094, 5.094
0.095, 3.095, 4.095, 5.095
0.096, 3.096, 4.096, 5.096
0.097, 3.097, 4.097, 5.097
0.098, 3.098, 4.098, 5.098
0.099, 3.099, 4.099, 5.099
0.1, 3.1, 4.1, 5.1
0.101, 3.101, 4.101, 5.101
0.102, 3.102, 4.102, 5.102
0.103, 3.103, 4.103, 5.103
0.104, 3.104, 4.104, 5.104
0.105, 3.105, 4.105, 5.105
0.106, 3.106, 4.106, 5.106
0.107, 3.107, 4.107, 5.107
0.108, 3.108, 4.108, 5.108
0.109, 3.109, 4.109, 5.109
0.11, 3.11, 4.11, 5.11
0.111, 3.111, 4.111, 5.111
0.112, 3.112, 4.112, 5.112
0.113, 3.113, 4.113, 5.113
0.114, 3.114, 4.114, 5.114
0.115, 3.115, 4.115, 5.115
0.116, 3.116, 4.116, 5.116
0.117, 3.117, 4.117, 5.117
0.118, 3.118, 4.118, 5.118
0.119, 3.119, 4.119, 5.119
0.12, 3.12, 4.12, 5.12
0.121, 3.121, 4.121, 5.121
0.122, 3.122, 4.122, 5.122
0.123, 3.123, 4.123, 5.123
0.124, 3.124, 4.124, 5.124
0.125, 3.125, 4.125, 5.125
0.126, 3.126, 4.126, 5.126
0.127, 3.127, 4.127, 5.127
0.128, 3.128, 4.128, 5.128
0.129, 3.129, 4.129, 5.129
0.13, 3.13, 4.13, 5.13
0.131, 3.131, 4.131, 5.131
0.132, 3.132, 4.132, 5.132
0.133, 3.133, 4.133, 5.133
0.134, 3.134, 4.134, 5.134
0.135, 3.135, 4.135, 5.135
0.136, 3.136, 4.136, 5.136
0.137, 3.137, 4.137, 5.137
0.138, 3.138, 4.138, 5.138
0.139, 3.139, 4.139, 5.139
0.14, 3.14, 4.14, 5.14
0.141, 3.141, 4.141, 5.141
0.142, 3.142, 4.142, 5.142
0.143, 3.143, 4.143, 5.143
0.144, 3.144, 4.144, 5.144
0.145, 3.145, 4.145, 5.145
0.146, 3.146, 4.146, 5.146
0.147, 3.147, 4.147, 5.147
0.148, 3.148, 4.148, 5.148
0.149, 3.149, 4.149, 5.149
0.15, 3.15, 4.15, 5.15
0.151, 3.151, 4.151, 5.151
0.152, 3.152, 4.152, 5.152
0.153, 3.153, 4.153, 5.153
0.154, 3.154, 4.154, 5.154
0.155, 3.155, 4.155, 5.155
0.156, 3.156, 4.156, 5.156
0.157, 3.157, 4.157, 5.157
0.158, 3.158, 4.158, 5.158
0.159, 3.159, 4.159, 5.159
0.16, 3.16, 4.16, 5.16
0.161, 3.161, 4.161, 5.161
0.162, 3.162, 4.162, 5.162
0.163, 3.163, 4.163, 5.163
0.164, 3.164, 4.164, 5.164
0.165, 3.165, 4.165, 5.165
0.166, 3.166, 4.166, 5.166
0.167, 3.167, 4.167, 5.167
0.168, 3.168, 4.168, 5.168
0.169, 3.169, 4.169, 5.169
0.17, 3.17, 4.17, 5.17
0.171, 3.171, 4.171, 5.171
0.172, 3.172, 4.172, 5.172
0.173, 3.173, 4.173, 5.173
0.174, 3.174, 4.174, 5.174
0.175, 3.175, 4.175, 5.175
0.176, 3.176, 4.176, 5.176
0.177, 3.177, 4.177, 5.177
0.178, 3.178, 4.178, 5.178
0.179, 3.179, 4.179, 5.179
0.18, 3.18, 4.18, 5.18
0.181, 3.181, 4.181, 5.181
0.182, 3.182, 4.182, 5.182
0.183, 3.183, 4.183, 5.183
0.184, 3.184, 4.184, 5.184
0.185, 3.185, 4.185, 5.185
0.186, 3.186, 4.186, 5.186
0.187, 3.187, 4.187, 5.187
0.188, 3.188, 4.188, 5.188
0.189, 3.189, 4.189, 5.189
0.19, 3.19, 4.19, 5.19
0.191, 3.191, 4.191, 5.191
0.192, 3.192, 4.192, 5.192
0.193, 3.193, 4.193, 5.193
0.194, 3.194, 4.194, 5.194
0.195, 3.195, 4.195, 5.195
0.196, 3.196, 4.196, 5.196
0.197, 3.197, 4.197, 5.197
0.198, 3.198, 4.198, 5.198
0.199, 3.199, 4.199, 5.199
0.2, 3.2, 4.2, 5.2
0.201, 3.201, 4.201, 5.201
0.202, 3.202, 4.202, 5.202
0.203, 3.203, 4.203, 5.203
0.204, 3.204, 4.204, 5.204
0.205, 3.205, 4.205, 5.205
0.206, 3.206, 4.206, 5.206
0.207, 3.207, 4.207, 5.207
0.208, 3.208, 4.208, 5.208
0.209, 3.209, 4.209, 5.209
0.21, 3.21, 4.21, 5.21
0.211, 3.211, 4.211, 5.211
0.212, 3.212, 4.212, 5.212
0.213, 3.213, 4.213, 5.213
0.214, 3.214, 4.214, 5.214
0.215, 3.215, 4.215, 5.215
0.216, 3.216, 4.216, 5.216
0.217, 3.217, 4.217, 5.217
0.218, 3.218, 4.218, 5.218
0.219, 3.219, 4.219, 5.219
0.22, 3.22, 4.22, 5.22
0.221, 3.221, 4.221, 5.221
0.222, 3.222, 4.222, 5.222
0.223, 3.223, 4.223, 5.223
0.224, 3.224, 4.224, 5.224
0.225, 3.225, 4.225, 5.225
0.226, 3.226, 4.226, 5.226
0.227, 3.227, 4.227, 5.227
0.228, 3.228, 4.228, 5.228
0.229, 3.229, 4.229, 5.229
0.23, 3.23, 4.23, 5.23
0.231, 3.231, 4.231, 5.231
0.232, 3.232, 4.232, 5.232
0.233, 3.233, 4.233, 5.233
0.234, 3.234, 4.234, 5.234
0.235, 3.235, 4.235, 5.235
0.236, 3.236, 4.236, 5.236
0.237, 3.237, 4.237, 5.237
0.238, 3.238, 4.238, 5.238
0.239, 3.239, 4.239, 5.239
0.24, 3.24, 4.24, 5.24
0.241, 3.241, 4.241, 5.241
0.242, 3.242, 4.242, 5.242
0.243, 3.243, 4.243, 5.243
0.244, 3.244, 4.244, 5.244
0.245, 3.245, 4.245, 5.245
0.246, 3.246, 4.246, 5.246
0.247, 3.247, 4.247, 5.247
0.248, 3.248, 4.248, 5.248
0.249, 3.249, 4.249, 5.249
0.25, 3.25, 4.25, 5.25
0.251, 3.251, 4.251, 5.251
0.252, 3.252, 4.252, 5.252
0.253, 3.253, 4.253, 5.253
0.254, 3.254, 4.254, 5.254
0.255, 3.255, 4.255, 5.255
0.256, 3.256, 4.256, 5.256
0.257, 3.257, 4.257, 5.257
0.258, 3.258, 4.258, 5.258
0.259, 3.259, 4.259, 5.259
0.26, 3.26, 4.26, 5.26
0.261, 3.261, 4.261, 5.261
0.262, 3.262, 4.262, 5.262
0.263, 3.263, 4.263, 5.263
0.264, 3.264, 4.264, 5.264
0.265, 3.265, 4.265, 5.265
0.266, 3.266, 4.266, 5.266
0.267, 3.267, 4.267, 5.267
0.268, 3.268, 4.268, 5.268
0.269, 3.269, 4.269, 5.269
0.27, 3.27, 4.27, 5.27
0.271, 3.271, 4.271, 5.271
0.272, 3.272, 4.272, 5.272
0.273, 3.273, 4.273, 5.273
0.274, 3.274, 4.274, 5.274
0.275, 3.275, 4.275, 5.275
0.276, 3.276, 4.276, 5.276
0.277, 3.277, 4.277, 5.277
0.278, 3.278, 4.278, 5.278
0.279, 3.279, 4.279, 5.279
0.28, 3.28, 4.28, 5.28
0.281, 3.281, 4.281, 5.281
0.282, 3.282, 4.282, 5.282
0.283, 3.283, 4.283, 5.283
0.284, 3.284, 4.284, 5.284
0.285, 3.285, 4.285, 5.285
0.286, 3.286, 4.286, 5.286
0.287, 3.287, 4.287, 5.287
0.288, 3.288, 4.288, 5.288
0.289, 3.289, 4.289, 5.289
0.29, 3.29, 4.29, 5.29
0.291, 3.291, 4.291, 5.291
0.292, 3.292, 4.292, 5.292
0.293, 3.293, 4.293, 5.293
0.294, 3.294, 4.294, 5.294
0.295, 3.295, 4.295, 5.295
0.296, 3.296, 4.296, 5.296
0.297, 3.297, 4.297, 5.297
0.298, 3.298, 4.298, 5.298
